pitch_type,sv_id,type,count,pitcher_name
FF,130520_191812,S,0-0,Clayton Kershaw
FF,130520_191824,B,0-1,Clayton Kershaw
FF,130520_191837,X,1-1,Clayton Kershaw
FF,130520_191921,S,0-0,Clayton Kershaw
CU,130520_191935,S,0-1,Clayton Kershaw
FF,130520_191954,X,0-2,Clayton Kershaw
FF,130520_192038,S,0-0,Clayton Kershaw
FF,130520_192053,B,0-1,Clayton Kershaw
FF,130520_192109,S,1-1,Clayton Kershaw
FF,130520_192128,B,1-2,Clayton Kershaw
CU,130520_192146,X,2-2,Clayton Kershaw
SL,130520_193720,S,0-0,Clayton Kershaw
FF,130520_193733,X,0-1,Clayton Kershaw
FF,130520_193820,S,0-0,Clayton Kershaw
FF,130520_193834,X,0-1,Clayton Kershaw
FF,130520_193916,X,0-0,Clayton Kershaw
FF,130520_194951,B,0-0,Clayton Kershaw
FF,130520_195005,B,1-0,Clayton Kershaw
FF,130520_195021,B,2-0,Clayton Kershaw
FF,130520_195038,S,3-0,Clayton Kershaw
FF,130520_195052,B,3-1,Clayton Kershaw
FF,130520_195132,B,0-0,Clayton Kershaw
FF,130520_195217,X,1-0,Clayton Kershaw
FF,130520_195302,X,0-0,Clayton Kershaw
FF,130520_195404,B,0-0,Clayton Kershaw
FF,130520_195434,S,1-0,Clayton Kershaw
SL,130520_195505,B,1-1,Clayton Kershaw
FF,130520_195534,S,2-1,Clayton Kershaw
CU,130520_195606,X,2-2,Clayton Kershaw
FF,130520_195651,B,0-0,Clayton Kershaw
SL,130520_195723,B,1-0,Clayton Kershaw
FF,130520_195751,B,2-0,Clayton Kershaw
FF,130520_195814,S,3-0,Clayton Kershaw
FF,130520_195835,S,3-1,Clayton Kershaw
SL,130520_195903,S,3-2,Clayton Kershaw
SL,130520_201236,B,0-0,Clayton Kershaw
FF,130520_201253,S,1-0,Clayton Kershaw
SL,130520_201314,X,1-1,Clayton Kershaw
FF,130520_201359,X,0-0,Clayton Kershaw
FF,130520_201505,S,0-0,Clayton Kershaw
FF,130520_201617,S,0-1,Clayton Kershaw
CU,130520_201643,X,0-2,Clayton Kershaw
SL,130520_201737,S,0-0,Clayton Kershaw
CU,130520_201827,S,0-1,Clayton Kershaw
CU,130520_201859,S,0-2,Clayton Kershaw
FF,130520_203011,X,0-0,Clayton Kershaw
FF,130520_203048,B,0-0,Clayton Kershaw
SL,130520_203100,S,1-0,Clayton Kershaw
CH,130520_203117,B,1-1,Clayton Kershaw
SL,130520_203133,S,2-1,Clayton Kershaw
CU,130520_203200,S,2-2,Clayton Kershaw
FF,130520_203237,B,0-0,Clayton Kershaw
FF,130520_203248,S,1-0,Clayton Kershaw
FF,130520_203302,S,1-1,Clayton Kershaw
CU,130520_203319,B,1-2,Clayton Kershaw
FF,130520_203337,B,2-2,Clayton Kershaw
FF,130520_203354,S,3-2,Clayton Kershaw
FF,130520_204821,X,0-0,Clayton Kershaw
FF,130520_204858,S,0-0,Clayton Kershaw
SL,130520_204911,S,0-1,Clayton Kershaw
CU,130520_204932,X,0-2,Clayton Kershaw
FF,130520_205015,S,0-0,Clayton Kershaw
FF,130520_205033,B,0-1,Clayton Kershaw
CU,130520_205050,S,1-1,Clayton Kershaw
FF,130520_205108,X,1-2,Clayton Kershaw
SL,130520_205154,S,0-0,Clayton Kershaw
CU,130520_205233,S,0-1,Clayton Kershaw
CU,130520_205304,B,0-2,Clayton Kershaw
CU,130520_205349,B,1-2,Clayton Kershaw
SL,130520_205441,S,2-2,Clayton Kershaw
FF,130520_205515,X,2-2,Clayton Kershaw
SL,130520_210313,B,0-0,Clayton Kershaw
FF,130520_210330,B,1-0,Clayton Kershaw
FF,130520_210349,S,2-0,Clayton Kershaw
FF,130520_210405,X,2-1,Clayton Kershaw
FF,130520_210442,B,0-0,Clayton Kershaw
SL,130520_210500,S,1-0,Clayton Kershaw
SL,130520_210513,X,1-1,Clayton Kershaw
FF,130520_210552,S,0-0,Clayton Kershaw
CU,130520_210614,S,0-1,Clayton Kershaw
FF,130520_210631,S,0-2,Clayton Kershaw
CU,130520_210656,X,0-2,Clayton Kershaw
SL,130520_211732,S,0-0,Clayton Kershaw
SL,130520_211755,B,0-1,Clayton Kershaw
FF,130520_211811,B,1-1,Clayton Kershaw
SL,130520_211827,X,2-1,Clayton Kershaw
FF,130520_211906,S,0-0,Clayton Kershaw
SL,130520_211919,S,0-1,Clayton Kershaw
CU,130520_211941,S,0-2,Clayton Kershaw
FF,130520_212010,B,0-2,Clayton Kershaw
CU,130520_212028,X,1-2,Clayton Kershaw
FF,130520_212106,S,0-0,Clayton Kershaw
SL,130520_212126,X,0-1,Clayton Kershaw
FF,130520_212223,S,0-0,Clayton Kershaw
FF,130520_212311,B,0-1,Clayton Kershaw
SL,130520_212334,S,1-1,Clayton Kershaw
CU,130520_212402,X,1-2,Clayton Kershaw
FF,130520_213216,B,0-0,Clayton Kershaw
FF,130520_213234,S,1-0,Clayton Kershaw
CU,130520_213251,X,1-1,Clayton Kershaw
FF,130520_213326,S,0-0,Clayton Kershaw
SL,130520_213349,B,0-1,Clayton Kershaw
SL,130520_213402,S,1-1,Clayton Kershaw
SL,130520_213446,B,1-2,Clayton Kershaw
CU,130520_213501,S,2-2,Clayton Kershaw
FF,130520_213538,S,0-0,Clayton Kershaw
SL,130520_213554,X,0-1,Clayton Kershaw
FF,130521_190810,S,0-0,Yu Darvish
FT,130521_190835,B,0-1,Yu Darvish
FC,130521_190854,S,1-1,Yu Darvish
SL,130521_190924,B,1-2,Yu Darvish
FC,130521_191001,X,2-2,Yu Darvish
FC,130521_191048,X,0-0,Yu Darvish
SL,130521_191139,S,0-0,Yu Darvish
SL,130521_191209,B,0-1,Yu Darvish
FT,130521_191230,X,1-1,Yu Darvish
SL,130521_191317,B,0-0,Yu Darvish
FC,130521_191333,S,1-0,Yu Darvish
FT,130521_191358,B,1-1,Yu Darvish
SL,130521_191419,B,2-1,Yu Darvish
FC,130521_191444,X,3-1,Yu Darvish
SL,130521_192335,S,0-0,Yu Darvish
FF,130521_192353,B,0-1,Yu Darvish
SL,130521_192411,S,1-1,Yu Darvish
FF,130521_192433,B,1-2,Yu Darvish
SL,130521_192507,B,2-2,Yu Darvish
SL,130521_192528,S,3-2,Yu Darvish
FC,130521_192610,B,0-0,Yu Darvish
FC,130521_192626,S,1-0,Yu Darvish
